"ST","PWGTP","AGEP","CIT","COW","SCHL","SEX","WAGP","ESR","FOD1P","INDP","NAICSP","POWSP"
34,123,51,1,"Private profit","Bachelor's Degree","Male",110000,"Employed","STATISTICS",6890,"522M",34
34,165,34,1,"Private profit","Master's Degree","Female",90000,"Employed","COMPUTER SCIENCE",7390,"5416",34
34,188,41,1,"Federal government","Bachelor's Degree","Male",89000,"Employed","COMPUTER SCIENCE",6290,"488",34
34,63,26,5,"Federal government","Bachelor's Degree","Male",0,"Not in labor force","STATISTICS",9590,"928P",NA
34,69,55,1,"State government","Bachelor's Degree","Female",75000,"Employed","MATH",7860,"6111",34
34,70,84,1,NA,"Bachelor's Degree","Male",0,"Not in labor force","MATH",NA,"",NA
34,151,28,1,"Private non-profit","Master's Degree","Female",50000,"Employed","MATH",7290,"5413",34
34,79,56,1,"Private profit","Bachelor's Degree","Male",125000,"Employed","COMPUTER SCIENCE",3960,"3391",34
34,154,40,4,"Private profit","Bachelor's Degree","Female",25000,"Employed","COMPUTER SCIENCE",8270,"6231",34
34,55,66,1,"State government","Bachelor's Degree","Male",4000,"Unemployed","FINANCE",8370,"6241",NA
34,65,37,1,"Private profit","Bachelor's Degree","Female",0,"Not in labor force","COMPUTER SCIENCE",5170,"4481",NA
34,74,39,1,"Private profit","Bachelor's Degree","Male",137000,"Employed","COMPUTER SCIENCE",6680,"5171",34
34,85,40,5,"Private profit","Doctorate degree","Female",40000,"Employed","MATH",7870,"611M1",34
34,82,27,1,"Private profit","Bachelor's Degree","Male",57000,"Employed","FINANCE",6970,"52M2",36
34,42,77,1,NA,"Professional degree","Male",0,"Not in labor force","FINANCE",NA,"",NA
34,110,45,1,"State government","Bachelor's Degree","Male",75000,"Employed","STATISTICS",6990,"524",34
34,155,34,5,"Private profit","Master's Degree","Female",42000,"Employed","COMPUTER SCIENCE",6680,"5171",34
34,84,65,4,"Self-employed","Bachelor's Degree","Male",100000,"Employed","MATH",7390,"5416",34
34,130,45,1,"Private profit","Bachelor's Degree","Female",300000,"Employed","COMPUTER SCIENCE",7390,"5416",34
34,99,37,5,"Private profit","Master's Degree","Male",111000,"Employed","COMPUTER SCIENCE",6670,"515",42
34,59,38,1,"Private profit","Bachelor's Degree","Male",109000,"Employed","COMPUTER SCIENCE",6870,"52M1",36
34,68,23,1,"Private profit","Master's Degree","Female",70000,"Employed","FINANCE",7380,"5415",34
34,60,62,1,"Private profit","Bachelor's Degree","Male",22000,"Employed","COMPUTER SCIENCE",4690,"4413",34
34,70,47,1,"Private profit","Bachelor's Degree","Female",123000,"Employed","FINANCE",6990,"524",34
34,101,40,5,"Private non-profit","Bachelor's Degree","Male",150000,"Employed","COMPUTER SCIENCE",9190,"8139Z",36
34,121,39,1,NA,"Master's Degree","Male",0,"Not in labor force","COMPUTER SCIENCE",NA,"",NA
34,102,67,1,"Private profit","Bachelor's Degree","Female",250000,"Employed","MATH",2190,"3254",34
34,37,70,1,"Self-employed","Master's Degree","Male",0,"Not in labor force","STATISTICS",6695,"5182",NA
34,91,31,5,"Private profit","Master's Degree","Female",58000,"Employed","COMPUTER SCIENCE",6490,"5112",34
34,110,48,4,NA,"Bachelor's Degree","Female",0,"Not in labor force","COMPUTER SCIENCE",NA,"",NA
34,71,41,1,"Private profit","Master's Degree","Male",160000,"Employed","FINANCE",7390,"5416",36
34,156,52,4,"Private profit","Bachelor's Degree","Male",60000,"Employed","COMPUTER SCIENCE",7690,"5617Z",36
34,57,41,1,"Private profit","Master's Degree","Female",8500,"Employed","FINANCE",8680,"722Z",34
34,43,41,1,"Private profit","Bachelor's Degree","Male",115000,"Employed","COMPUTER SCIENCE",7870,"611M1",36
34,65,40,5,"Private profit","Master's Degree","Male",68000,"Employed","MATH",6670,"515",42
34,63,45,1,"Self-employed","Master's Degree","Female",52000,"Employed","FINANCE",4870,"4441Z",34
34,68,38,1,"Private profit","Master's Degree","Male",110000,"Employed","FINANCE",6970,"52M2",36
34,38,70,1,"Self-employed","Bachelor's Degree","Female",11700,"Employed","COMPUTER SCIENCE",7070,"531",34
34,28,32,1,"Private profit","Bachelor's Degree","Male",175000,"Employed","FINANCE",8180,"621M",34
34,62,61,1,"Private profit","Master's Degree","Male",200000,"Employed","COMPUTER SCIENCE",3390,"334M2",36
34,67,39,1,"Self-employed","Bachelor's Degree","Male",258000,"Employed","FINANCE",4390,"4243",36
34,298,38,4,"Private profit","Master's Degree","Male",80000,"Employed","FINANCE",7570,"55",34
34,79,47,1,"Private profit","Bachelor's Degree","Male",250000,"Employed","MATH",6970,"52M2",34
34,88,27,1,"Private profit","Master's Degree","Male",75000,"Employed","COMPUTER SCIENCE",7380,"5415",34
34,99,47,4,"Private profit","Master's Degree","Male",106000,"Employed","COMPUTER SCIENCE",7380,"5415",42
34,68,44,5,"Private profit","Master's Degree","Female",80000,"Employed","STATISTICS",6990,"524",34
34,63,49,1,"Private profit","Master's Degree","Female",200000,"Employed","FINANCE",670,"2213M",34
34,65,22,1,"Private profit","Bachelor's Degree","Male",35000,"Employed","MATH",6990,"524",34
34,40,30,1,"Private profit","Bachelor's Degree","Male",150000,"Employed","MATH",2290,"325M",34
34,69,55,4,"Private profit","Doctorate degree","Male",550000,"Employed","FINANCE",2190,"3254",34
34,121,28,1,"Private profit","Bachelor's Degree","Male",50000,"Employed","MATH",4170,"4234",34
34,37,38,5,"Self-employed","Bachelor's Degree","Female",0,"Employed","STATISTICS",5080,"446Z",34
34,9,75,1,"Private profit","Master's Degree","Male",278000,"Not in labor force","MATH",6890,"522M",NA
34,113,70,1,"Private profit","Bachelor's Degree","Male",22000,"Employed","FINANCE",7680,"5616",34
34,123,34,1,"Private profit","Bachelor's Degree","Male",0,"Not in labor force","FINANCE",8680,"722Z",NA
34,136,45,4,"Private profit","Bachelor's Degree","Male",100000,"Employed","COMPUTER SCIENCE",7380,"5415",36
34,29,31,1,"Private profit","Bachelor's Degree","Male",35000,"Employed","FINANCE",1680,"3152",36
34,53,51,1,"Private profit","Bachelor's Degree","Male",200000,"Employed","COMPUTER SCIENCE",2190,"3254",36
34,97,46,4,"Private profit","Bachelor's Degree","Male",150000,"Employed","COMPUTER SCIENCE",4470,"4244",42
34,119,68,4,"Private profit","Bachelor's Degree","Female",0,"Not in labor force","FINANCE",2190,"3254",NA
34,32,35,5,"Private profit","Doctorate degree","Female",85000,"Employed","MATH",7870,"611M1",34
34,97,36,4,"Private profit","Bachelor's Degree","Female",135000,"Employed","MATH",6990,"524",36
34,28,24,1,NA,"Master's Degree","Male",0,"Not in labor force","FINANCE",NA,"",NA
34,43,24,5,"Private profit","Master's Degree","Male",2000,"Unemployed","COMPUTER SCIENCE",7860,"6111",NA
34,44,24,5,"Private profit","Master's Degree","Male",30000,"Employed","COMPUTER SCIENCE",6870,"52M1",34
34,49,57,1,"Self-employed","Professional degree","Male",300000,"Employed","MATH",8080,"6213ZM",34
34,36,60,1,NA,"Bachelor's Degree","Male",0,"Not in labor force","STATISTICS",NA,"",NA
34,35,60,1,NA,"Bachelor's Degree","Female",0,"Not in labor force","STATISTICS",NA,"",NA
34,47,51,1,"Private profit","Master's Degree","Male",3800,"Unemployed","FINANCE",6970,"52M2",NA
34,105,32,1,"Private profit","Bachelor's Degree","Female",0,"Not in labor force","MATH",2370,"3261",NA
34,30,48,1,"Self-employed","Bachelor's Degree","Male",30000,"Employed","COMPUTER SCIENCE",7580,"5613",34
34,60,33,5,"Private profit","Master's Degree","Female",0,"Not in labor force","FINANCE",6280,"487",NA
34,127,36,1,"Private profit","Bachelor's Degree","Male",50000,"Employed","COMPUTER SCIENCE",7380,"5415",36
34,83,44,1,"Private profit","Bachelor's Degree","Male",76000,"Employed","COMPUTER SCIENCE",7380,"5415",34
34,171,60,1,"Private profit","Master's Degree","Female",300000,"Employed","MATH",6970,"52M2",36
34,93,65,3,NA,"Master's Degree","Male",0,"Not in labor force","MATH",NA,"",NA
34,96,22,1,NA,"Bachelor's Degree","Male",0,"Not in labor force","COMPUTER SCIENCE",NA,"",NA
34,131,30,1,"Private non-profit","Master's Degree","Female",52000,"Employed","FINANCE",8270,"6231",34
34,268,51,1,"Private profit","Bachelor's Degree","Female",50000,"Employed","COMPUTER SCIENCE",6990,"524",34
34,118,33,1,"Local government","Master's Degree","Female",0,"Not in labor force","MATH",7860,"6111",NA
34,75,43,1,"Self-employed","Bachelor's Degree","Male",0,"Employed","COMPUTER SCIENCE",7380,"5415",34
34,68,41,1,"Private profit","Bachelor's Degree","Female",96000,"Employed","MATH",7280,"5412",34
34,104,25,1,"Private profit","Bachelor's Degree","Male",29000,"Employed","COMPUTER SCIENCE",4990,"4453",34
34,23,49,1,NA,"Bachelor's Degree","Female",0,"Not in labor force","FINANCE",NA,"",NA
34,102,25,5,"Private profit","Bachelor's Degree","Female",99000,"Employed","FINANCE",7570,"55",34
34,47,35,4,"Private profit","Bachelor's Degree","Female",150000,"Employed","FINANCE",2190,"3254",34
34,42,33,5,"Private profit","Bachelor's Degree","Male",70000,"Employed","STATISTICS",7380,"5415",36
34,68,66,1,"Private profit","Bachelor's Degree","Male",0,"Not in labor force","FINANCE",6090,"483",NA
34,63,31,5,"Private profit","Bachelor's Degree","Male",53000,"Employed","FINANCE",4970,"4451",36
34,64,47,1,"Private profit","Bachelor's Degree","Male",135000,"Employed","COMPUTER SCIENCE",7380,"5415",34
34,54,51,4,"Private non-profit","Bachelor's Degree","Male",150000,"Employed","COMPUTER SCIENCE",8190,"622",36
34,146,51,1,"Private profit","Bachelor's Degree","Male",21000,"Unemployed","COMPUTER SCIENCE",3365,"3341",NA
34,28,38,5,"Private profit","Bachelor's Degree","Male",154000,"Employed","COMPUTER SCIENCE",6690,"517Z",36
34,125,35,5,"Private profit","Master's Degree","Male",48000,"Employed","MATH",7380,"5415",34
34,156,70,4,"Private profit","Doctorate degree","Male",60000,"Employed","MATH",6680,"5171",34
34,62,40,1,"Self-employed","Bachelor's Degree","Male",165000,"Employed","COMPUTER SCIENCE",6990,"524",34
34,55,54,1,"Private profit","Master's Degree","Male",196000,"Employed","COMPUTER SCIENCE",6970,"52M2",36
34,49,29,1,"State government","Master's Degree","Male",68000,"Employed","COMPUTER SCIENCE",7870,"611M1",34
34,99,52,1,"Private profit","Master's Degree","Male",75000,"Employed","FINANCE",6870,"52M1",36
34,130,53,1,"State government","Bachelor's Degree","Male",80000,"Employed","MATH",7860,"6111",34
34,55,50,1,"Private profit","Bachelor's Degree","Male",106000,"Employed","COMPUTER SCIENCE",3370,"334M1",34
34,48,56,4,"Private profit","Bachelor's Degree","Female",94000,"Employed","STATISTICS",6970,"52M2",34
34,100,32,1,"Private profit","Bachelor's Degree","Male",95000,"Employed","FINANCE",3570,"336M",34
34,105,56,1,"Private profit","Bachelor's Degree","Male",112000,"Employed","FINANCE",6670,"515",34
34,406,36,1,"Private profit","Master's Degree","Female",90000,"Employed","COMPUTER SCIENCE",6680,"5171",34
34,78,52,1,"Private profit","Bachelor's Degree","Female",140000,"Employed","COMPUTER SCIENCE",7290,"5413",34
34,58,33,4,"Private non-profit","Bachelor's Degree","Female",82000,"Employed","COMPUTER SCIENCE",9190,"8139Z",36
34,63,40,1,"Private profit","Bachelor's Degree","Male",550000,"Employed","FINANCE",6970,"52M2",34
34,118,64,1,"Private profit","Master's Degree","Male",22000,"Employed","COMPUTER SCIENCE",4770,"442",34
34,36,52,1,"Private profit","Master's Degree","Male",80000,"Employed","MATH",6870,"52M1",34
35,63,67,1,"Private profit","Master's Degree","Male",68000,"Employed","STATISTICS",4170,"4234",35
35,89,28,1,"Private profit","Bachelor's Degree","Female",36000,"Employed","MATH",6990,"524",35
35,87,64,1,NA,"Bachelor's Degree","Female",0,"Not in labor force","MATH",NA,"",NA
35,100,52,1,"Private profit","Bachelor's Degree","Male",50000,"Employed","COMPUTER SCIENCE",7070,"531",35
35,98,33,1,"Private profit","Bachelor's Degree","Male",30000,"Employed","COMPUTER SCIENCE",1280,"311M2",48
35,255,37,1,"Federal government","Master's Degree","Male",120000,"Employed","MATH",9680,"928110P2",35
35,74,64,1,NA,"Doctorate degree","Male",0,"Not in labor force","MATH",NA,"",NA
35,120,52,1,NA,"Bachelor's Degree","Female",0,"Not in labor force","COMPUTER SCIENCE",NA,"",NA
35,55,81,1,NA,"Bachelor's Degree","Male",0,"Not in labor force","MATH",NA,"",NA
35,109,30,5,"State government","Master's Degree","Female",0,"Not in labor force","MATH",7860,"6111",NA
35,99,68,1,"Private non-profit","Master's Degree","Male",67000,"Employed","MATH",8180,"621M",35
35,53,26,1,"Private profit","Master's Degree","Male",6000,"Employed","MATH",6990,"524",35
35,40,43,1,"Federal government","Bachelor's Degree","Male",120000,"Employed","COMPUTER SCIENCE",7460,"5417",35
35,41,40,1,"State government","Master's Degree","Male",105000,"Employed","STATISTICS",6890,"522M",35
35,18,67,1,"Private profit","Bachelor's Degree","Male",14600,"Employed","FINANCE",180,"112",35
35,13,33,1,"Private non-profit","Master's Degree","Female",31000,"Employed","FINANCE",9170,"813M",35
35,120,37,1,"Federal government","Master's Degree","Male",101000,"Employed","COMPUTER SCIENCE",3590,"33641M2",35
35,79,41,1,"Private non-profit","Master's Degree","Female",40000,"Employed","STATISTICS",9170,"813M",35
35,270,73,1,NA,"Doctorate degree","Male",0,"Not in labor force","MATH",NA,"",NA
35,90,93,1,NA,"Bachelor's Degree","Female",0,"Not in labor force","MATH",NA,"",NA
35,81,61,1,"Self-employed","Bachelor's Degree","Male",30000,"Employed","FINANCE",4690,"4413",35
35,125,37,1,"Private profit","Bachelor's Degree","Male",57000,"Employed","COMPUTER SCIENCE",7380,"5415",35
35,105,64,4,"Private profit","Professional degree","Male",32100,"Employed","MATH",7280,"5412",35
35,64,52,1,"Self-employed","Professional degree","Male",0,"Employed","FINANCE",6990,"524",35
35,91,69,1,"Private profit","Master's Degree","Female",0,"Not in labor force","MATH",6690,"517Z",NA
35,105,54,1,"State government","Master's Degree","Female",57000,"Employed","STATISTICS",7870,"611M1",35
35,254,25,5,"State government","Master's Degree","Female",26000,"Employed","COMPUTER SCIENCE",7870,"611M1",35
35,254,30,5,"Private profit","Master's Degree","Male",30000,"Employed","COMPUTER SCIENCE",7460,"5417",35
35,19,56,1,"Self-employed","Master's Degree","Female",28000,"Employed","MATH",2880,"3327",35
35,86,69,1,"Federal government","Doctorate degree","Male",273000,"Employed","MATH",7460,"5417",35
35,150,54,1,"Self-employed","Bachelor's Degree","Male",150000,"Employed","MATH",7380,"5415",35
35,71,63,1,"Local government","Bachelor's Degree","Male",0,"Not in labor force","MATH",7860,"6111",NA
35,33,32,1,"Private non-profit","Master's Degree","Female",48000,"Employed","COMPUTER SCIENCE",8370,"6241",35
35,311,49,3,"Private profit","Bachelor's Degree","Female",62000,"Employed","COMPUTER SCIENCE",7870,"611M1",35
35,52,56,1,"Private profit","Bachelor's Degree","Male",85000,"Employed","COMPUTER SCIENCE",6970,"52M2",35
35,67,68,1,NA,"Doctorate degree","Female",0,"Not in labor force","MATH",NA,"",NA
35,115,29,1,"State government","Bachelor's Degree","Female",44000,"Employed","FINANCE",7290,"5413",35
35,56,50,1,"Private non-profit","Bachelor's Degree","Female",151000,"Employed","FINANCE",6870,"52M1",35
35,109,84,1,"Self-employed","Master's Degree","Male",0,"Not in labor force","STATISTICS",7280,"5412",NA
35,11,72,1,NA,"Bachelor's Degree","Male",0,"Not in labor force","MATH",NA,"",NA
35,52,32,1,"Private profit","Bachelor's Degree","Female",60000,"Employed","STATISTICS",8590,"713Z",35
35,50,64,1,"State government","Bachelor's Degree","Female",0,"Not in labor force","MATH",7870,"611M1",NA
35,271,65,1,"Private non-profit","Professional degree","Female",160000,"Employed","MATH",8090,"6214",35
35,69,43,1,"Private profit","Bachelor's Degree","Female",0,"Unemployed","FINANCE",3370,"334M1",NA
35,23,73,1,"Self-employed","Master's Degree","Male",0,"Employed","MATH",180,"112",35
35,131,60,1,"Private profit","Bachelor's Degree","Male",3400,"Not in labor force","COMPUTER SCIENCE",8590,"713Z",NA
35,50,24,1,"Local government","Master's Degree","Female",20500,"Employed","MATH",7860,"6111",35
35,144,35,5,"State government","Master's Degree","Male",20700,"Unemployed","MATH",7870,"611M1",NA
35,86,64,1,NA,"Bachelor's Degree","Male",0,"Not in labor force","FINANCE",NA,"",NA
35,101,78,1,NA,"Bachelor's Degree","Female",0,"Not in labor force","MATH",NA,"",NA
35,36,52,1,"Private non-profit","Bachelor's Degree","Male",125000,"Employed","FINANCE",6880,"5221M",35
35,143,33,1,"Private profit","Bachelor's Degree","Female",70000,"Employed","FINANCE",2290,"325M",35
35,32,41,5,"State government","Master's Degree","Female",21000,"Employed","MATH",7870,"611M1",35
35,79,53,1,"Private profit","Bachelor's Degree","Male",273000,"Employed","FINANCE",4890,"4442",35
35,30,70,1,"State government","Master's Degree","Female",53000,"Employed","MATH",9470,"92MP",35
35,17,51,1,"Federal government","Master's Degree","Female",46500,"Employed","STATISTICS",9590,"928P",35
35,113,60,4,"Private profit","Master's Degree","Female",140000,"Employed","MATH",7390,"5416",35
35,55,53,1,"Private profit","Bachelor's Degree","Female",50000,"Employed","MATH",6870,"52M1",35
35,105,26,1,"Local government","Bachelor's Degree","Female",14000,"Employed","STATISTICS",9470,"92MP",35
35,22,65,3,"Private profit","Master's Degree","Male",123000,"Employed","FINANCE",170,"111",35
35,64,76,1,"Self-employed","Master's Degree","Male",0,"Not in labor force","MATH",7290,"5413",NA
35,33,54,1,"Private profit","Bachelor's Degree","Female",135000,"Employed","COMPUTER SCIENCE",7460,"5417",35
35,84,31,1,"Federal government","Bachelor's Degree","Female",82000,"Employed","COMPUTER SCIENCE",7460,"5417",35
35,68,44,1,"Private non-profit","Master's Degree","Female",58000,"Employed","FINANCE",8180,"621M",35
35,22,57,1,"State government","Master's Degree","Male",50000,"Employed","MATH",7860,"6111",35
35,75,75,1,"Private profit","Master's Degree","Male",0,"Not in labor force","MATH",7590,"5614",NA
35,237,62,1,"Self-employed","Doctorate degree","Male",273000,"Employed","FINANCE",7270,"5411",35
35,52,80,1,"Self-employed","Bachelor's Degree","Male",0,"Not in labor force","MATH",8880,"8114",NA
35,88,30,1,"Private profit","Master's Degree","Male",150000,"Employed","FINANCE",6870,"52M1",35
35,78,29,1,"Private profit","Bachelor's Degree","Female",50000,"Employed/Not at work","FINANCE",6870,"52M1",NA
35,72,32,1,"Private profit","Bachelor's Degree","Female",57000,"Employed","STATISTICS",7290,"5413",35
35,352,55,1,NA,"Master's Degree","Female",0,"Not in labor force","COMPUTER SCIENCE",NA,"",NA
35,59,65,1,"Private profit","Bachelor's Degree","Female",273000,"Employed","MATH",7390,"5416",48
35,85,34,1,"Private profit","Professional degree","Female",78000,"Employed","MATH",8070,"62132",35
35,114,93,1,"Private profit","Professional degree","Male",40100,"Not in labor force","MATH",7390,"5416",NA
35,235,51,1,"Local government","Bachelor's Degree","Male",30000,"Employed","COMPUTER SCIENCE",7870,"611M1",35
35,61,49,1,"Private non-profit","Bachelor's Degree","Male",25000,"Employed","FINANCE",7070,"531",35
35,68,56,1,"Private profit","Bachelor's Degree","Male",150000,"Employed","COMPUTER SCIENCE",3590,"33641M2",35
35,106,73,1,"Private non-profit","Bachelor's Degree","Female",6000,"Employed","MATH",670,"2213M",35
35,68,53,1,"State government","Bachelor's Degree","Male",93000,"Employed","COMPUTER SCIENCE",9480,"923",35
35,94,69,1,"Private profit","Doctorate degree","Male",0,"Not in labor force","MATH",7460,"5417",NA
35,54,28,1,"Private profit","Bachelor's Degree","Male",0,"Not in labor force","COMPUTER SCIENCE",8680,"722Z",NA
35,155,43,1,"Private non-profit","Bachelor's Degree","Male",5900,"Employed","STATISTICS",8190,"622",35
35,145,47,1,"Private profit","Master's Degree","Male",160000,"Employed","COMPUTER SCIENCE",7460,"5417",35
35,151,53,1,"Local government","Bachelor's Degree","Female",8000,"Employed","MATH",7860,"6111",35
35,132,71,1,NA,"Master's Degree","Male",0,"Not in labor force","FINANCE",NA,"",NA
35,57,28,1,"Private profit","Bachelor's Degree","Male",273000,"Employed","MATH",6990,"524",35
35,127,57,1,NA,"Master's Degree","Male",0,"Not in labor force","FINANCE",NA,"",NA
35,169,61,1,"Self-employed","Bachelor's Degree","Male",0,"Employed","FINANCE",770,"23",35
35,180,56,5,"State government","Doctorate degree","Male",84000,"Employed","MATH",9470,"92MP",35
35,63,42,1,"Private non-profit","Master's Degree","Female",94000,"Employed","COMPUTER SCIENCE",8190,"622",35
35,154,40,1,"Private profit","Bachelor's Degree","Male",130000,"Employed","FINANCE",770,"23",35
35,78,56,1,"Private profit","Master's Degree","Male",50000,"Employed","COMPUTER SCIENCE",6690,"517Z",35
35,100,57,1,"Private profit","Master's Degree","Male",149000,"Employed","MATH",7460,"5417",35
35,113,65,1,"Private profit","Bachelor's Degree","Male",66000,"Employed","MATH",8190,"622",35
35,98,24,5,"Local government","Master's Degree","Male",3600,"Not in labor force","MATH",7870,"611M1",NA
35,12,54,1,"Private non-profit","Bachelor's Degree","Female",1300,"Employed","FINANCE",9160,"8131",35
35,117,36,1,"Private profit","Master's Degree","Female",75000,"Employed","STATISTICS",3365,"3341",35
35,154,53,1,"Self-employed","Bachelor's Degree","Male",0,"Employed","COMPUTER SCIENCE",7770,"56173",35
35,47,34,1,"Self-employed","Bachelor's Degree","Male",0,"Employed","COMPUTER SCIENCE",7380,"5415",35
35,46,28,1,"Federal government","Master's Degree","Male",40000,"Employed","COMPUTER SCIENCE",7460,"5417",35
35,278,30,1,"Private profit","Bachelor's Degree","Male",25000,"Employed","FINANCE",8690,"7224",35
35,69,32,1,"Private profit","Bachelor's Degree","Male",70000,"Employed","COMPUTER SCIENCE",7380,"5415",35
35,58,26,1,"Private profit","Bachelor's Degree","Male",35000,"Employed","FINANCE",8660,"7211",35
35,88,39,1,"Private profit","Bachelor's Degree","Male",110000,"Employed","FINANCE",6970,"52M2",35
35,142,45,1,NA,"Bachelor's Degree","Female",0,"Not in labor force","FINANCE",NA,"",NA
35,53,62,1,"Local government","Bachelor's Degree","Male",13700,"Employed","MATH",9370,"9211MP",35
35,24,43,1,"Federal government","Bachelor's Degree","Male",34800,"Employed","COMPUTER SCIENCE",7460,"5417",35
35,74,65,1,"Local government","Master's Degree","Male",58000,"Employed","MATH",7860,"6111",35
35,66,52,1,"State government","Master's Degree","Female",55000,"Employed","COMPUTER SCIENCE",7860,"6111",35
35,70,79,1,NA,"Bachelor's Degree","Male",0,"Not in labor force","MATH",NA,"",NA
35,51,65,1,"Federal government","Master's Degree","Male",0,"Not in labor force","MATH",9590,"928P",NA
35,41,34,1,"Private non-profit","Master's Degree","Male",100000,"Employed","COMPUTER SCIENCE",7460,"5417",35
35,22,46,1,"Private profit","Master's Degree","Female",140000,"Employed","STATISTICS",7290,"5413",35
35,107,46,1,"Private profit","Master's Degree","Male",100000,"Employed","COMPUTER SCIENCE",7290,"5413",35
35,232,51,1,"Private non-profit","Bachelor's Degree","Male",68000,"Employed","FINANCE",6880,"5221M",35
35,135,72,1,NA,"Bachelor's Degree","Male",0,"Not in labor force","FINANCE",NA,"",NA
35,83,86,1,"Self-employed","Master's Degree","Male",0,"Not in labor force","MATH",7460,"5417",NA
35,65,59,1,"Self-employed","Bachelor's Degree","Male",273000,"Employed","MATH",7270,"5411",35
35,43,85,1,NA,"Bachelor's Degree","Male",0,"Not in labor force","MATH",NA,"",NA
35,23,63,1,"Private profit","Master's Degree","Male",72000,"Employed","STATISTICS",7460,"5417",35
35,86,61,1,"Private profit","Bachelor's Degree","Male",10000,"Not in labor force","STATISTICS",7390,"5416",NA
35,109,62,1,"Self-employed","Master's Degree","Female",0,"Not in labor force","MATH",7390,"5416",NA
35,570,71,1,"State government","Master's Degree","Male",44500,"Employed","FINANCE",9370,"9211MP",35
35,102,29,1,"Private profit","Bachelor's Degree","Male",45000,"Employed","FINANCE",6870,"52M1",35
35,90,35,1,"Self-employed","Bachelor's Degree","Male",0,"Employed","FINANCE",7590,"5614",35
35,8,34,1,"Federal government","Bachelor's Degree","Female",45000,"Employed","FINANCE",9480,"923",35
35,111,33,1,"Self-employed","Bachelor's Degree","Female",26000,"Employed","FINANCE",8660,"7211",35
35,74,35,1,"Private profit","Bachelor's Degree","Male",150000,"Employed","COMPUTER SCIENCE",7380,"5415",48
35,69,75,1,NA,"Professional degree","Male",0,"Not in labor force","MATH",NA,"",NA
35,73,68,1,"Private non-profit","Master's Degree","Male",2700,"Not in labor force","MATH",7870,"611M1",NA
35,51,50,1,"Private profit","Master's Degree","Male",273000,"Employed","MATH",6870,"52M1",35
35,47,47,1,NA,"Doctorate degree","Female",0,"Not in labor force","STATISTICS",NA,"",NA
35,73,65,1,"Private profit","Bachelor's Degree","Male",14100,"Employed","COMPUTER SCIENCE",4870,"4441Z",35
35,21,66,1,"Private profit","Bachelor's Degree","Male",0,"Not in labor force","MATH",5790,"4MS",NA
35,107,62,1,NA,"Bachelor's Degree","Male",0,"Not in labor force","MATH",NA,"",NA
35,62,52,1,"Private profit","Bachelor's Degree","Female",10000,"Unemployed","COMPUTER SCIENCE",7580,"5613",NA
35,500,50,1,"Private profit","Master's Degree","Female",50000,"Employed","COMPUTER SCIENCE",7860,"6111",35
35,89,55,1,NA,"Master's Degree","Female",0,"Not in labor force","MATH",NA,"",NA
35,128,69,1,NA,"Master's Degree","Male",0,"Not in labor force","MATH",NA,"",NA
35,54,26,1,"Private profit","Bachelor's Degree","Male",50000,"Employed","COMPUTER SCIENCE",7460,"5417",35
35,89,56,1,"Federal government","Bachelor's Degree","Female",160000,"Employed","MATH",9590,"928P",35
35,104,74,1,NA,"Bachelor's Degree","Male",0,"Not in labor force","MATH",NA,"",NA
35,53,46,1,NA,"Bachelor's Degree","Female",0,"Not in labor force","MATH",NA,"",NA
35,53,42,5,"Private non-profit","Doctorate degree","Male",56000,"Employed","MATH",7890,"611M3",35
35,78,48,1,"Private non-profit","Master's Degree","Female",75000,"Employed","FINANCE",8190,"622",35
35,65,49,1,"Federal government","Master's Degree","Male",99000,"Employed","COMPUTER SCIENCE",7460,"5417",35
35,45,54,1,"Private profit","Bachelor's Degree","Male",0,"Not in labor force","COMPUTER SCIENCE",3390,"334M2",NA
35,117,38,1,"Private profit","Bachelor's Degree","Male",30000,"Employed","FINANCE",5090,"447",35
35,30,48,1,"Private non-profit","Bachelor's Degree","Female",8000,"Employed","MATH",7860,"6111",35
35,64,51,1,"Private non-profit","Bachelor's Degree","Male",80000,"Employed","COMPUTER SCIENCE",7460,"5417",35
35,124,47,4,NA,"Master's Degree","Female",0,"Not in labor force","STATISTICS",NA,"",NA
35,294,34,1,"Private profit","Master's Degree","Female",0,"Unemployed","COMPUTER SCIENCE",570,"2211P",NA
35,66,59,1,"Self-employed","Bachelor's Degree","Male",0,"Unemployed","FINANCE",770,"23",NA
35,106,79,1,NA,"Bachelor's Degree","Female",0,"Not in labor force","MATH",NA,"",NA
35,73,70,1,"Private profit","Professional degree","Male",273000,"Employed","MATH",7970,"6211",35
35,63,67,1,"Local government","Bachelor's Degree","Male",0,"Not in labor force","MATH",7870,"611M1",NA
35,75,31,1,"Private non-profit","Bachelor's Degree","Male",40000,"Employed","MATH",7890,"611M3",35
35,106,64,1,"Federal government","Master's Degree","Male",0,"Not in labor force","MATH",7460,"5417",NA
35,34,48,4,"Federal government","Doctorate degree","Male",129000,"Employed","COMPUTER SCIENCE",7460,"5417",35
35,34,29,1,"Private non-profit","Bachelor's Degree","Female",2000,"Employed","FINANCE",8470,"6244",35
35,217,60,1,"Self-employed","Doctorate degree","Male",0,"Employed","MATH",7390,"5416",35
36,353,30,4,"Private profit","Bachelor's Degree","Male",57000,"Employed","COMPUTER SCIENCE",7390,"5416",9
